user_id,signup_date,acquisition_channel,country,platform,plan_tier,age_bucket,app_version,os_version
u_205599,2026-06-21,paid_social,Turkey,iOS,free,13-17,7.1.0,16.5
u_205600,2026-06-02,paid_search,Nigeria,iOS,free,18-24,7.0.0,17.4
u_205601,2026-06-11,paid_social,United States,iOS,free,18-24,6.9.0,16.5
u_205602,2026-04-03,paid_social,Germany,Android,pro_annual,18-24,7.0.0,14
u_205603,2026-04-11,paid_social,Nigeria,Web,free,25-34,7.1.0,n/a
u_205604,2026-06-09,organic_search,Germany,iOS,free,18-24,6.9.2,18.2
u_205605,2026-03-22,organic_search,Pakistan,Android,free,18-24,6.9.2,15
u_205606,2026-06-06,paid_search,United Kingdom,Web,free,25-34,7.0.1,n/a
u_205607,2026-03-09,paid_social,India,Web,free,45+,7.0.1,n/a
u_205608,2026-05-27,organic_search,United Kingdom,Android,pro_monthly,18-24,7.0.0,15
u_205609,2026-03-12,influencer,Pakistan,Android,free,18-24,7.0.1,14
u_205610,2026-04-17,influencer,India,iOS,free,25-34,6.9.2,17.4
u_205611,2026-03-24,paid_search,Turkey,Android,free,18-24,7.0.1,12
u_205612,2026-04-24,organic_search,India,Android,free,18-24,7.0.1,15
u_205613,2026-03-27,organic_search,United States,Android,pro_monthly,35-44,7.1.0,13
u_205614,2026-04-21,paid_search,Philippines,Android,free,45+,6.9.2,12
u_205615,2026-05-10,paid_social,India,Android,free,18-24,6.9.0,12
u_205616,2026-06-05,app_store_browse,Pakistan,Android,enterprise,25-34,7.1.0,14
u_205617,2026-03-28,paid_social,United States,Android,free,35-44,7.1.0,14
u_205618,2026-03-22,paid_social,Turkey,Android,free,25-34,7.1.0,12
u_205619,2026-06-14,paid_search,United Arab Emirates,Android,free,18-24,7.1.0,13
u_205620,2026-04-08,paid_social,Saudi Arabia,Android,pro_annual,25-34,7.0.1,12
u_205621,2026-05-04,influencer,United Kingdom,iOS,free,25-34,7.1.0,18.2
u_205622,2026-05-24,influencer,United States,iOS,free,25-34,7.1.0,18.2
u_205623,2026-05-25,paid_social,Brazil,iOS,pro_monthly,45+,7.1.0,18.0
u_205624,2026-04-15,organic_search,United Arab Emirates,iOS,free,18-24,7.1.0,17.4
u_205625,2026-06-21,organic_search,India,Android,free,45+,7.0.1,12
u_205626,2026-04-22,influencer,United Arab Emirates,iOS,free,45+,7.0.1,18.0
u_205627,2026-03-19,referral,Indonesia,iOS,free,25-34,7.1.0,16.5
u_205628,2026-04-12,paid_search,United States,Android,free,35-44,7.0.1,13
u_205629,2026-06-17,paid_social,Pakistan,iOS,free,45+,6.9.0,18.2
u_205630,2026-06-11,paid_social,Indonesia,iOS,pro_monthly,13-17,7.1.0,18.2
u_205631,2026-04-24,paid_social,Philippines,iOS,free,18-24,7.0.0,17.4
u_205632,2026-05-05,organic_search,Saudi Arabia,Android,pro_monthly,35-44,7.0.1,15
u_205633,2026-05-10,paid_search,United States,iOS,free,13-17,7.1.0,18.2
u_205634,2026-05-02,paid_social,Philippines,Android,free,13-17,7.0.1,13
u_205635,2026-06-12,organic_search,Indonesia,iOS,free,25-34,7.1.0,17.0
u_205636,2026-04-08,paid_search,Turkey,Android,free,18-24,7.0.0,13
u_205637,2026-05-01,paid_social,Turkey,iOS,free,45+,6.9.2,18.0
u_205638,2026-03-24,paid_social,United Kingdom,Android,free,45+,7.0.0,15
u_205639,2026-04-18,referral,Pakistan,Android,free,25-34,7.0.1,15
u_205640,2026-05-01,organic_search,Pakistan,iOS,free,25-34,7.1.0,16.5
u_205641,2026-04-16,organic_search,Pakistan,iOS,free,18-24,6.9.2,17.0
u_205642,2026-05-08,paid_social,Brazil,Android,free,25-34,7.0.0,12
u_205643,2026-03-12,referral,Pakistan,iOS,free,45+,7.1.0,18.0
u_205644,2026-04-06,app_store_browse,United Kingdom,iOS,free,25-34,6.8.0,18.0
u_205645,2026-04-07,paid_social,Saudi Arabia,Android,free,25-34,6.9.2,15
u_205646,2026-06-01,paid_social,Philippines,Android,free,25-34,7.1.0,13
u_205647,2026-05-31,app_store_browse,United States,iOS,pro_annual,25-34,6.9.2,18.2
u_205648,2026-04-12,paid_search,India,iOS,free,45+,7.1.0,16.5
u_205649,2026-04-29,app_store_browse,United Arab Emirates,Android,free,25-34,7.0.1,15
u_205650,2026-04-11,organic_search,Philippines,iOS,free,18-24,7.0.1,17.4
u_205651,2026-03-14,referral,United Arab Emirates,Android,free,25-34,7.1.0,13
u_205652,2026-05-14,paid_search,India,Android,free,25-34,6.9.2,13
u_205653,2026-06-05,app_store_browse,Germany,iOS,free,25-34,7.1.0,18.0
u_205654,2026-04-28,app_store_browse,Saudi Arabia,Android,pro_monthly,25-34,7.1.0,15
u_205655,2026-05-08,paid_social,United States,iOS,free,25-34,7.1.0,16.5
u_205656,2026-03-09,influencer,Saudi Arabia,Android,free,35-44,6.8.0,13
u_205657,2026-03-21,referral,United Arab Emirates,iOS,free,35-44,7.1.0,16.5
u_205658,2026-04-06,influencer,India,Android,free,18-24,6.9.0,15
u_205659,2026-06-21,paid_social,United States,iOS,free,35-44,6.9.0,18.0
u_205660,2026-05-09,organic_search,Indonesia,iOS,free,18-24,7.1.0,17.4
u_205661,2026-03-05,paid_social,Philippines,Android,free,18-24,7.0.0,13
u_205662,2026-04-16,influencer,India,iOS,free,25-34,7.0.0,17.4
u_205663,2026-05-23,influencer,Pakistan,iOS,free,18-24,7.0.1,18.2
u_205664,2026-03-04,referral,Indonesia,Android,free,18-24,7.1.0,14
u_205665,2026-03-05,paid_social,United States,Android,free,35-44,7.1.0,15
u_205666,2026-04-24,paid_social,Pakistan,iOS,free,18-24,6.9.2,17.0
u_205667,2026-04-04,paid_search,Turkey,Android,free,25-34,7.1.0,14
u_205668,2026-04-22,paid_social,India,iOS,free,45+,7.0.1,16.5
u_205669,2026-03-19,paid_social,Pakistan,Android,pro_monthly,18-24,6.9.0,12
u_205670,2026-03-23,organic_search,Germany,Android,free,18-24,7.1.0,14
u_205671,2026-05-19,paid_search,India,iOS,pro_annual,25-34,7.0.1,17.4
u_205672,2026-05-02,app_store_browse,United States,iOS,pro_monthly,25-34,7.1.0,18.2
u_205673,2026-03-09,organic_search,Saudi Arabia,Android,free,25-34,7.1.0,15
u_205674,2026-06-17,influencer,Pakistan,Android,free,25-34,6.9.2,12
u_205675,2026-03-09,organic_search,United States,Android,pro_annual,18-24,6.9.2,13
u_205676,2026-03-16,influencer,United Arab Emirates,iOS,free,18-24,7.0.1,18.0
u_205677,2026-05-04,referral,United States,Android,free,35-44,6.9.0,14
u_205678,2026-06-19,paid_search,United Arab Emirates,Android,free,35-44,7.0.0,13
u_205679,2026-06-01,organic_search,United States,Android,free,18-24,6.9.0,13
u_205680,2026-06-11,paid_search,United States,Android,free,18-24,7.1.0,14
u_205681,2026-05-28,organic_search,United Arab Emirates,Android,enterprise,25-34,7.0.1,14
u_205682,2026-06-13,paid_social,Turkey,Android,free,25-34,7.0.0,12
u_205683,2026-03-10,organic_search,Brazil,Android,free,35-44,6.9.2,14
u_205684,2026-04-05,app_store_browse,United States,iOS,free,25-34,6.9.2,18.0
u_205685,2026-03-06,referral,India,iOS,free,13-17,6.9.2,18.0
u_205686,2026-04-16,app_store_browse,United States,iOS,free,25-34,7.0.1,17.4
u_205687,2026-06-18,app_store_browse,India,Android,free,25-34,6.8.0,14
u_205688,2026-06-09,organic_search,United States,iOS,free,18-24,7.0.0,18.0
u_205689,2026-05-02,paid_social,Saudi Arabia,iOS,free,18-24,7.1.0,16.5
u_205690,2026-04-09,app_store_browse,Philippines,Android,pro_annual,35-44,6.9.0,15
u_205691,2026-05-02,organic_search,United States,iOS,free,35-44,6.9.2,17.4
u_205692,2026-04-28,organic_search,United Kingdom,Android,free,35-44,6.9.2,14
u_205693,2026-03-23,paid_search,United States,Android,free,18-24,7.1.0,15
u_205694,2026-06-09,paid_social,Saudi Arabia,Android,free,25-34,7.0.1,13
u_205695,2026-04-30,app_store_browse,India,iOS,pro_monthly,25-34,7.0.0,17.4
u_205696,2026-04-30,organic_search,Pakistan,Web,free,18-24,7.1.0,n/a
u_205697,2026-05-01,organic_search,United States,iOS,free,18-24,7.0.0,17.0
u_205698,2026-04-16,referral,United States,Android,free,18-24,6.9.0,14
u_205699,2026-04-19,app_store_browse,United Arab Emirates,Android,free,35-44,7.1.0,12
u_205700,2026-06-06,paid_search,United States,Web,free,18-24,7.1.0,n/a
u_205701,2026-06-15,app_store_browse,United States,Android,free,25-34,7.0.1,15
u_205702,2026-03-27,paid_social,India,Android,free,25-34,7.1.0,14
u_205703,2026-04-03,app_store_browse,Pakistan,iOS,free,35-44,7.1.0,18.0
u_205704,2026-06-16,influencer,United States,Web,free,13-17,7.0.1,n/a
u_205705,2026-04-11,influencer,Pakistan,iOS,pro_monthly,18-24,7.0.1,18.0
u_205706,2026-04-08,paid_search,United States,iOS,free,35-44,7.0.1,18.0
u_205707,2026-03-21,referral,United States,Android,free,25-34,7.1.0,14
u_205708,2026-04-09,paid_social,Pakistan,Android,free,25-34,7.1.0,14
u_205709,2026-03-08,organic_search,Indonesia,Android,free,45+,6.8.0,13
u_205710,2026-03-14,organic_search,Turkey,iOS,free,25-34,6.9.0,17.4
u_205711,2026-04-10,paid_search,Brazil,Android,pro_monthly,25-34,7.0.1,14
u_205712,2026-04-12,organic_search,India,Android,free,25-34,7.1.0,14
u_205713,2026-04-08,organic_search,United Kingdom,Android,free,18-24,7.1.0,14
u_205714,2026-06-13,organic_search,Brazil,Android,free,45+,6.9.2,14
u_205715,2026-03-05,paid_social,India,Android,free,25-34,6.9.2,12
u_205716,2026-06-15,paid_search,United States,Android,free,18-24,7.1.0,15
u_205717,2026-05-26,paid_social,India,Web,free,25-34,7.1.0,n/a
u_205718,2026-03-06,referral,India,Web,free,35-44,7.1.0,n/a
u_205719,2026-06-16,paid_social,Nigeria,iOS,free,25-34,7.1.0,17.4
u_205720,2026-04-20,influencer,United Kingdom,Android,free,18-24,7.1.0,15
u_205721,2026-05-23,app_store_browse,United States,Web,free,13-17,7.1.0,n/a
u_205722,2026-03-17,app_store_browse,Philippines,iOS,pro_monthly,35-44,7.0.0,17.0
u_205723,2026-04-04,paid_search,Pakistan,iOS,free,45+,7.0.0,18.2
u_205724,2026-03-08,paid_social,India,iOS,free,25-34,7.0.1,18.0
u_205725,2026-04-10,app_store_browse,United States,Android,free,18-24,6.9.0,13
u_205726,2026-06-19,paid_search,India,Android,free,18-24,7.1.0,15
u_205727,2026-04-11,app_store_browse,Brazil,Web,free,18-24,7.1.0,n/a
u_205728,2026-06-08,paid_social,United States,iOS,free,18-24,7.0.1,18.0
u_205729,2026-03-14,influencer,Pakistan,iOS,free,25-34,7.1.0,18.0
u_205730,2026-06-02,paid_search,United Kingdom,iOS,free,35-44,7.1.0,17.0
u_205731,2026-03-28,influencer,United States,iOS,free,25-34,7.0.0,18.2
u_205732,2026-04-02,paid_search,Nigeria,Android,free,18-24,7.0.1,15
u_205733,2026-04-16,organic_search,Brazil,Android,free,25-34,6.9.2,12
u_205734,2026-03-24,organic_search,Pakistan,Web,pro_monthly,18-24,7.0.1,n/a
u_205735,2026-05-19,paid_search,United Kingdom,iOS,free,18-24,7.0.1,17.4
u_205736,2026-06-02,organic_search,Saudi Arabia,Web,free,35-44,7.0.1,n/a
u_205737,2026-04-21,paid_social,India,Android,free,45+,7.1.0,13
u_205738,2026-03-01,paid_social,Indonesia,Android,enterprise,25-34,7.0.1,14
u_205739,2026-05-28,paid_search,Germany,Android,free,13-17,7.1.0,15
u_205740,2026-03-04,organic_search,India,Android,free,25-34,7.1.0,12
u_205741,2026-04-27,organic_search,Pakistan,Android,free,45+,6.9.2,13
u_205742,2026-03-12,referral,India,Android,enterprise,18-24,7.0.1,12
u_205743,2026-03-08,influencer,United States,Android,free,18-24,6.9.0,14
u_205744,2026-04-30,paid_social,Nigeria,Android,pro_monthly,25-34,6.9.0,15
u_205745,2026-03-29,paid_search,Indonesia,Android,free,18-24,6.9.2,15
u_205746,2026-03-23,paid_search,United Arab Emirates,iOS,free,25-34,7.1.0,18.2
u_205747,2026-04-26,app_store_browse,United Arab Emirates,iOS,free,25-34,7.0.1,17.0
u_205748,2026-03-15,organic_search,United States,Android,free,35-44,7.0.0,13
u_205749,2026-04-13,referral,United Arab Emirates,iOS,free,18-24,7.0.1,17.4
u_205750,2026-06-01,influencer,India,Web,free,25-34,7.0.0,n/a
u_205751,2026-04-06,app_store_browse,Germany,Android,free,18-24,7.0.1,15
u_205752,2026-06-04,paid_social,United States,Android,pro_annual,35-44,7.1.0,12
u_205753,2026-03-04,referral,Germany,iOS,free,35-44,6.9.0,17.0
u_205754,2026-06-19,paid_social,Brazil,iOS,pro_monthly,35-44,7.0.0,17.0
u_205755,2026-04-24,paid_social,Saudi Arabia,Android,free,35-44,7.0.1,13
u_205756,2026-05-04,paid_social,Indonesia,iOS,pro_annual,45+,7.1.0,18.0
u_205757,2026-04-24,referral,United States,iOS,free,25-34,6.9.2,16.5
u_205758,2026-06-13,paid_search,Pakistan,Web,free,25-34,7.0.1,n/a
u_205759,2026-04-23,influencer,United States,Android,pro_monthly,35-44,7.0.1,15
u_205760,2026-04-30,influencer,United States,Android,pro_monthly,35-44,7.0.1,14
u_205761,2026-03-06,organic_search,United States,iOS,free,18-24,6.8.0,16.5
u_205762,2026-06-21,organic_search,Philippines,Web,free,35-44,7.0.1,n/a
u_205763,2026-05-11,paid_search,Nigeria,Web,pro_annual,18-24,7.0.0,n/a
u_205764,2026-04-05,paid_social,Pakistan,Android,free,35-44,7.0.1,14
u_205765,2026-04-13,paid_social,India,Android,free,18-24,7.1.0,13
u_205766,2026-04-02,app_store_browse,Saudi Arabia,Web,pro_annual,35-44,7.1.0,n/a
u_205767,2026-04-14,organic_search,Philippines,iOS,free,25-34,7.0.1,17.4
u_205768,2026-05-24,referral,India,Android,pro_monthly,25-34,6.9.0,12
u_205769,2026-05-27,app_store_browse,United States,iOS,free,18-24,7.0.1,18.0
u_205770,2026-03-17,paid_social,Nigeria,Android,free,18-24,7.1.0,12
u_205771,2026-06-03,organic_search,India,iOS,free,25-34,7.1.0,17.0
u_205772,2026-06-14,organic_search,Nigeria,Android,free,45+,7.1.0,12
u_205773,2026-05-13,paid_social,Indonesia,Web,free,25-34,7.0.1,n/a
u_205774,2026-06-21,influencer,Brazil,Android,free,18-24,6.8.0,13
u_205775,2026-06-10,influencer,Turkey,iOS,free,25-34,7.0.1,16.5
u_205776,2026-06-17,paid_social,United States,iOS,free,18-24,6.9.2,17.0
u_205777,2026-04-05,paid_social,Germany,Android,free,18-24,7.1.0,12
u_205778,2026-03-11,paid_search,United Kingdom,iOS,free,45+,6.9.0,18.0
u_205779,2026-05-20,organic_search,India,Android,free,25-34,7.0.0,15
u_205780,2026-03-06,organic_search,Germany,Android,free,18-24,7.0.0,14
u_205781,2026-03-25,paid_search,Saudi Arabia,Android,free,18-24,7.1.0,13
u_205782,2026-06-14,paid_social,India,Android,free,18-24,7.1.0,13
u_205783,2026-04-19,paid_search,Saudi Arabia,Web,free,18-24,7.1.0,n/a
u_205784,2026-04-18,influencer,Brazil,Android,pro_annual,35-44,7.0.0,12
u_205785,2026-04-01,app_store_browse,India,Android,free,25-34,7.1.0,12
u_205786,2026-06-10,organic_search,Brazil,iOS,free,25-34,7.0.1,17.0
u_205787,2026-05-20,app_store_browse,India,Android,free,25-34,6.9.0,15
u_205788,2026-05-27,paid_social,United Kingdom,iOS,free,35-44,7.1.0,18.0
u_205789,2026-06-19,paid_social,Germany,iOS,free,35-44,6.8.0,18.2
u_205790,2026-04-17,paid_social,United Arab Emirates,Android,free,25-34,7.0.0,15
u_205791,2026-03-30,organic_search,United States,Android,pro_monthly,35-44,7.0.1,13
u_205792,2026-03-01,referral,Nigeria,Android,free,25-34,7.1.0,14
u_205793,2026-04-30,paid_search,Turkey,Android,enterprise,18-24,6.9.2,13
u_205794,2026-03-15,paid_search,India,iOS,free,18-24,7.1.0,16.5
u_205795,2026-06-14,app_store_browse,Nigeria,Android,free,25-34,7.1.0,15
u_205796,2026-06-19,paid_social,United States,iOS,free,35-44,7.1.0,18.0
u_205797,2026-05-23,paid_social,Indonesia,Android,free,13-17,7.1.0,13
u_205798,2026-05-01,referral,Pakistan,Android,free,18-24,7.1.0,14
u_205799,2026-04-17,influencer,United States,iOS,free,18-24,7.0.1,17.4
u_205800,2026-05-30,paid_search,India,Android,pro_monthly,18-24,7.1.0,15
u_205801,2026-05-17,app_store_browse,Indonesia,Android,free,13-17,7.0.1,13
u_205802,2026-03-30,referral,Brazil,Android,free,45+,7.0.1,12
u_205803,2026-04-02,paid_social,United Arab Emirates,Android,free,25-34,7.1.0,12
u_205804,2026-05-07,influencer,Germany,iOS,free,18-24,6.9.2,18.2
u_205805,2026-05-14,paid_social,Germany,Android,free,45+,6.9.0,13
u_205806,2026-06-20,paid_search,India,Android,pro_monthly,35-44,7.0.0,15
u_205807,2026-04-28,paid_search,India,Web,free,18-24,7.1.0,n/a
u_205808,2026-05-10,organic_search,Indonesia,Web,free,13-17,7.1.0,n/a
u_205809,2026-04-24,organic_search,Nigeria,Web,free,25-34,6.9.0,n/a
u_205810,2026-03-02,app_store_browse,India,Android,free,35-44,6.8.0,15
u_205811,2026-05-28,paid_social,United States,Web,free,18-24,6.9.0,n/a
u_205812,2026-05-14,paid_social,United Kingdom,Android,free,25-34,7.0.1,15
u_205813,2026-04-21,referral,Nigeria,iOS,free,18-24,6.9.0,17.4
u_205814,2026-04-27,organic_search,Saudi Arabia,iOS,free,25-34,7.0.1,16.5
u_205815,2026-03-29,organic_search,India,iOS,free,25-34,7.0.1,18.2
u_205816,2026-03-21,influencer,Pakistan,Android,free,18-24,6.9.0,15
u_205817,2026-05-04,paid_social,Nigeria,Android,free,25-34,7.0.1,12
u_205818,2026-04-08,organic_search,India,Android,pro_monthly,25-34,7.0.0,14
u_205819,2026-05-04,influencer,United Kingdom,iOS,pro_annual,18-24,7.1.0,16.5
u_205820,2026-04-16,influencer,United Arab Emirates,iOS,pro_monthly,13-17,7.1.0,17.4
u_205821,2026-05-11,organic_search,United States,iOS,free,25-34,7.1.0,17.4
u_205822,2026-03-14,organic_search,United Kingdom,iOS,free,18-24,7.0.1,16.5
u_205823,2026-05-06,organic_search,Pakistan,Web,free,25-34,7.1.0,n/a
u_205824,2026-05-31,influencer,Philippines,Web,free,13-17,7.0.0,n/a
u_205825,2026-03-30,influencer,Philippines,iOS,pro_monthly,45+,6.9.0,17.4
u_205826,2026-05-28,referral,United Kingdom,Android,free,25-34,7.0.1,12
u_205827,2026-04-18,influencer,United States,Android,free,18-24,6.9.2,13
u_205828,2026-04-29,paid_social,Brazil,Web,free,45+,7.0.1,n/a
u_205829,2026-05-22,app_store_browse,India,Web,free,18-24,7.0.0,n/a
u_205830,2026-06-08,organic_search,Pakistan,Android,pro_monthly,18-24,7.1.0,12
u_205831,2026-05-03,paid_social,United States,Web,free,18-24,7.0.0,n/a
u_205832,2026-04-14,paid_social,Turkey,Android,free,18-24,7.0.1,14
u_205833,2026-03-10,paid_social,India,Android,free,45+,7.1.0,13
u_205834,2026-05-14,app_store_browse,India,iOS,free,25-34,7.1.0,18.2
u_205835,2026-03-30,paid_social,Germany,iOS,free,18-24,7.0.0,17.4
u_205836,2026-03-01,organic_search,Brazil,Android,pro_monthly,13-17,7.0.0,13
u_205837,2026-03-17,influencer,India,Android,pro_monthly,13-17,6.9.2,12
u_205838,2026-04-29,paid_social,Germany,iOS,pro_monthly,25-34,7.0.1,18.0
u_205839,2026-05-12,organic_search,United States,Web,free,25-34,7.0.1,n/a
u_205840,2026-05-14,paid_social,United States,Android,free,25-34,7.0.1,15
u_205841,2026-05-23,organic_search,Pakistan,Android,free,18-24,7.0.0,15
u_205842,2026-04-16,app_store_browse,Turkey,iOS,pro_annual,18-24,7.1.0,18.0
u_205843,2026-06-19,influencer,United Kingdom,iOS,free,35-44,7.1.0,17.0
u_205844,2026-05-16,paid_social,Nigeria,iOS,free,25-34,7.1.0,17.0
u_205845,2026-05-21,paid_social,India,Android,free,18-24,7.0.1,12
u_205846,2026-03-09,referral,Turkey,iOS,pro_monthly,25-34,7.0.1,16.5
u_205847,2026-04-03,referral,United States,iOS,free,35-44,7.1.0,18.0
u_205848,2026-06-15,influencer,Nigeria,iOS,pro_annual,18-24,7.0.1,18.0
u_205849,2026-05-14,paid_search,Germany,Android,free,18-24,6.9.2,15
u_205850,2026-04-04,organic_search,India,Android,free,35-44,7.1.0,12
u_205851,2026-05-31,paid_search,United Arab Emirates,iOS,free,18-24,7.1.0,16.5
u_205852,2026-03-04,paid_social,Pakistan,Android,free,18-24,7.0.0,14
u_205853,2026-05-23,influencer,Pakistan,Android,free,25-34,7.0.1,12
u_205854,2026-05-24,paid_social,Pakistan,Android,free,18-24,7.0.1,14
u_205855,2026-06-15,influencer,United Arab Emirates,Android,pro_monthly,18-24,7.1.0,13
u_205856,2026-05-10,organic_search,United Kingdom,iOS,free,25-34,6.9.2,18.0
u_205857,2026-04-02,paid_search,Brazil,Android,free,18-24,6.8.0,15
u_205858,2026-05-26,referral,Germany,iOS,free,35-44,7.1.0,18.2
u_205859,2026-04-17,app_store_browse,United Arab Emirates,Android,free,18-24,7.0.1,12
u_205860,2026-06-13,paid_social,United Arab Emirates,Android,free,18-24,6.8.0,15
u_205861,2026-05-30,organic_search,India,iOS,free,35-44,7.0.1,17.4
u_205862,2026-03-27,paid_social,Germany,iOS,pro_monthly,18-24,7.1.0,18.0
u_205863,2026-04-05,influencer,United Arab Emirates,iOS,free,18-24,7.1.0,17.4
u_205864,2026-05-25,influencer,India,iOS,free,18-24,7.1.0,18.2
u_205865,2026-05-27,paid_social,Pakistan,Android,pro_annual,35-44,7.1.0,13
u_205866,2026-05-09,app_store_browse,United Kingdom,Android,free,35-44,7.1.0,14
u_205867,2026-05-20,paid_social,United Arab Emirates,iOS,free,18-24,7.0.1,18.2
u_205868,2026-03-25,paid_social,Pakistan,Android,free,18-24,6.8.0,12
u_205869,2026-05-29,organic_search,Nigeria,Android,free,18-24,7.0.1,12
u_205870,2026-04-30,organic_search,Brazil,Android,pro_annual,18-24,7.0.1,14
u_205871,2026-03-25,paid_search,Pakistan,Android,free,25-34,6.9.0,12
u_205872,2026-04-23,influencer,Indonesia,Android,pro_annual,18-24,7.1.0,12
u_205873,2026-06-20,influencer,United States,Android,free,18-24,7.1.0,14
u_205874,2026-04-28,paid_social,United States,iOS,free,18-24,7.0.1,18.0
u_205875,2026-06-11,referral,Indonesia,Android,pro_monthly,25-34,6.8.0,12
u_205876,2026-05-24,paid_social,Nigeria,Android,enterprise,18-24,6.8.0,13
u_205877,2026-06-18,organic_search,India,Android,free,18-24,7.0.1,14
u_205878,2026-06-05,influencer,Nigeria,Android,free,25-34,7.0.1,12
u_205879,2026-04-04,paid_social,Germany,iOS,free,45+,6.9.2,18.2
u_205880,2026-03-06,app_store_browse,United Kingdom,iOS,free,18-24,7.0.1,17.4
u_205881,2026-05-30,influencer,United States,Android,free,18-24,7.0.1,13
u_205882,2026-04-16,influencer,United Kingdom,Web,free,25-34,6.8.0,n/a
u_205883,2026-04-05,paid_search,United States,Android,free,45+,7.1.0,13
u_205884,2026-05-20,influencer,Indonesia,Web,free,18-24,6.8.0,n/a
u_205885,2026-06-11,influencer,Germany,iOS,free,18-24,7.1.0,18.2
u_205886,2026-06-13,organic_search,Turkey,Android,free,18-24,7.1.0,13
u_205887,2026-04-30,paid_social,United States,Web,free,25-34,7.0.1,n/a
u_205888,2026-04-19,paid_social,India,iOS,free,25-34,7.0.0,17.0
u_205889,2026-04-21,influencer,United States,Web,free,25-34,6.9.2,n/a
u_205890,2026-06-15,app_store_browse,United States,Android,free,25-34,7.1.0,15
u_205891,2026-03-13,organic_search,United States,Android,free,45+,7.0.1,12
u_205892,2026-06-15,paid_search,United States,Android,free,45+,6.9.2,15
u_205893,2026-04-18,app_store_browse,United States,Android,free,25-34,7.0.1,15
u_205894,2026-06-02,app_store_browse,Nigeria,iOS,free,25-34,7.1.0,17.4
u_205895,2026-06-02,paid_social,Pakistan,iOS,free,18-24,7.1.0,17.0
u_205896,2026-04-28,influencer,United Arab Emirates,Android,pro_monthly,18-24,7.0.0,13
u_205897,2026-06-11,organic_search,Pakistan,iOS,free,25-34,7.0.1,17.0
u_205898,2026-04-15,paid_social,Pakistan,iOS,free,25-34,7.0.1,16.5
u_205899,2026-04-01,paid_search,United Kingdom,Web,free,45+,7.1.0,n/a
u_205900,2026-04-03,paid_social,Turkey,iOS,pro_monthly,45+,7.1.0,17.4
u_205901,2026-06-06,paid_search,United Arab Emirates,iOS,pro_annual,18-24,7.0.0,17.4
u_205902,2026-06-01,organic_search,United Kingdom,Android,enterprise,18-24,6.9.0,13
u_205903,2026-03-23,paid_search,Pakistan,Android,pro_monthly,25-34,7.1.0,12
u_205904,2026-04-07,paid_social,Turkey,Android,free,25-34,7.0.0,12
u_205905,2026-03-13,paid_search,United States,iOS,free,25-34,7.0.0,16.5
u_205906,2026-06-20,organic_search,Brazil,Android,free,25-34,7.1.0,15
u_205907,2026-04-15,influencer,Indonesia,iOS,free,18-24,6.9.2,18.2
u_205908,2026-06-21,influencer,India,Android,pro_monthly,35-44,7.1.0,13
u_205909,2026-05-08,referral,Brazil,iOS,free,25-34,6.9.2,17.0
u_205910,2026-04-13,organic_search,Pakistan,Android,free,25-34,6.9.0,13
u_205911,2026-03-11,paid_social,India,Android,free,25-34,7.0.0,15
u_205912,2026-05-04,influencer,United States,Android,free,18-24,7.0.0,13
u_205913,2026-04-13,referral,United States,iOS,pro_monthly,35-44,7.0.0,16.5
u_205914,2026-03-14,influencer,Indonesia,iOS,free,45+,7.1.0,16.5
u_205915,2026-05-03,paid_social,Indonesia,iOS,enterprise,35-44,7.0.0,18.0
u_205916,2026-05-27,paid_search,India,Web,free,45+,7.1.0,n/a
u_205917,2026-05-01,influencer,Indonesia,iOS,free,18-24,7.0.0,18.2
u_205918,2026-03-21,paid_search,Pakistan,Android,free,13-17,6.9.2,14
u_205919,2026-05-10,paid_search,Turkey,iOS,free,25-34,6.9.2,18.0
u_205920,2026-06-12,paid_search,Philippines,iOS,free,18-24,7.1.0,18.0
u_205921,2026-04-18,app_store_browse,Pakistan,iOS,pro_monthly,25-34,7.0.1,16.5
u_205922,2026-03-19,influencer,Pakistan,iOS,free,18-24,7.0.0,17.0
u_205923,2026-06-02,paid_search,United States,Android,pro_monthly,25-34,7.0.1,13
u_205924,2026-04-10,influencer,Pakistan,Android,free,18-24,6.9.0,15
u_205925,2026-03-11,organic_search,India,iOS,free,25-34,6.9.2,17.4
u_205926,2026-03-20,referral,United Arab Emirates,iOS,free,25-34,7.0.0,18.0
u_205927,2026-04-10,influencer,United Arab Emirates,iOS,free,18-24,6.8.0,17.4
u_205928,2026-06-18,organic_search,Saudi Arabia,iOS,pro_annual,45+,7.1.0,18.2
u_205929,2026-04-06,organic_search,Indonesia,Android,free,35-44,7.1.0,14
u_205930,2026-03-18,paid_social,United States,Android,free,18-24,7.0.1,14
u_205931,2026-05-11,paid_search,Nigeria,iOS,free,18-24,7.0.1,18.0
u_205932,2026-05-27,paid_social,Brazil,Android,free,25-34,6.8.0,15
u_205933,2026-06-14,app_store_browse,India,iOS,free,25-34,7.0.0,17.0
u_205934,2026-03-18,paid_social,Pakistan,iOS,free,45+,7.1.0,18.2
u_205935,2026-04-12,paid_search,Philippines,Android,pro_monthly,25-34,7.1.0,13
u_205936,2026-03-24,paid_search,Turkey,iOS,pro_annual,45+,7.0.1,18.0
u_205937,2026-03-28,organic_search,Pakistan,Web,pro_monthly,25-34,7.0.1,n/a
u_205938,2026-05-11,referral,India,iOS,pro_annual,25-34,7.0.1,16.5
